date,plot_id,crop,env_stability_90,env_stability_category,plot_health_90,plot_health_category,risk_score_90,risk_category,final_score_90,plot_score_category,plot_score_90,treatment,treatment_block,row_orientation,plot_area_m2,plant_density_plants_m2,greenhouse_id,farm_id,structure_type,heating_system,irrigation_system,farm_name,region,climate_zone,production_system
2025-08-22,P0082,Strawberry,70.09823398396792,Good,57.507582837509325,Good,36.32,Elevated,67.43703351263807,Good,67.43703351263807,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-23,P0082,Strawberry,63.49801260260768,Good,62.13172767424482,Good,34.8,Moderate,55.353365646323375,Good,55.353365646323375,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-24,P0082,Strawberry,57.37801120469706,Good,43.89249196532048,Fair,38.8,Elevated,50.09698960136316,Fair,50.09698960136316,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-25,P0082,Strawberry,57.92537826181102,Good,65.06882029603017,Good,29.6,Moderate,66.78164243675064,Good,66.78164243675064,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-26,P0082,Strawberry,57.44201033396288,Good,41.30168267758195,Fair,41.120000000000005,Elevated,48.86146582901885,Fair,48.86146582901885,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-27,P0082,Strawberry,59.46262583101661,Good,43.91653978728923,Fair,38.64,Elevated,28.412628247024518,Poor,28.412628247024518,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-28,P0082,Strawberry,60.55702087634721,Good,27.057723574857402,Poor,49.76,Elevated,41.90655724447346,Fair,41.90655724447346,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-29,P0082,Strawberry,57.85978568616257,Good,44.86596395527763,Fair,45.2,Elevated,53.00180399204624,Fair,53.00180399204624,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-30,P0082,Strawberry,61.612940050087026,Good,62.23942108182207,Good,41.04,Elevated,66.6973338979677,Good,66.6973338979677,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-08-31,P0082,Strawberry,61.186008193837274,Good,63.25491342977482,Good,37.92,Elevated,67.0681893347851,Good,67.0681893347851,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-01,P0082,Strawberry,62.57056029316403,Good,62.3820619801448,Good,35.84,Moderate,67.13599996086376,Good,67.13599996086376,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-02,P0082,Strawberry,67.05845508294179,Good,56.73372041893488,Good,39.760000000000005,Elevated,65.87603677627486,Good,65.87603677627486,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-03,P0082,Strawberry,67.13622162646533,Good,56.9232211769783,Good,37.2,Elevated,66.00505075341185,Good,66.00505075341185,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-04,P0082,Strawberry,70.66993417882284,Good,59.49724497397203,Good,36,Elevated,68.69861399009667,Good,68.69861399009667,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-05,P0082,Strawberry,68.00826772168804,Good,61.00187771698308,Good,37.6,Elevated,68.47726702121068,Good,68.47726702121068,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-06,P0082,Strawberry,72.45316797877166,Excellent,63.7806712047117,Good,31.68,Moderate,71.62446907824376,Good,71.62446907824376,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-07,P0082,Strawberry,67.6615113202084,Good,60.872334047678706,Good,37.44,Elevated,68.27753811086599,Good,68.27753811086599,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-08,P0082,Strawberry,71.55329612116236,Good,61.023727116716806,Good,37.44,Elevated,69.83546384469379,Good,69.83546384469379,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-09,P0082,Strawberry,70.54893717773906,Good,65.72059471607835,Good,37.2,Elevated,71.91935488230831,Good,71.91935488230831,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-10,P0082,Strawberry,71.75211191050482,Good,59.279934056271685,Good,34.64,Moderate,68.99565566266226,Good,68.99565566266226,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-11,P0082,Strawberry,75.16463000532069,Excellent,59.73078838846914,Good,33.120000000000005,Moderate,70.52870242749441,Good,70.52870242749441,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-09-12,P0082,Strawberry,75.9318250476318,Excellent,65.63819940569275,Good,30.16,Moderate,73.92102053505715,Excellent,73.92102053505715,Reduced Pest,B,West,13.57,22.99,GH003,F08,Polyfilm,Natural Gas,EBB-Flow,BC Harvest 8,Langley,Coastal,Mixed
2025-02-21,P0083,Tomato,53.317412706236176,Fair,68.3013484732337,Good,38.64,Elevated,67.50491189143995,Good,67.50491189143995,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-22,P0083,Tomato,55.35049155006666,Good,44.306469288953075,Fair,48.24,Elevated,51.182045724982245,Fair,51.182045724982245,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-23,P0083,Tomato,53.82788930776939,Fair,67.43966384693678,Good,41.92,Elevated,67.25647508066753,Good,67.25647508066753,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-24,P0083,Tomato,59.96904237866382,Good,63.55000265784809,Good,35.120000000000005,Moderate,67.59261565039318,Good,67.59261565039318,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-25,P0083,Tomato,63.52423276367078,Good,56.13859460841954,Good,37.6,Elevated,65.13841164917544,Good,65.13841164917544,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-26,P0083,Tomato,52.54264080152381,Fair,55.503712080994994,Good,40.879999999999995,Elevated,60.64066358353049,Good,60.64066358353049,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-27,P0083,Tomato,50.71357420592579,Fair,41.670605558642016,Fair,49.2,Elevated,46.44303400756419,Fair,46.44303400756419,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-28,P0083,Tomato,50.22788387544737,Fair,40.1818782755536,Fair,50.56,Elevated,49.085190415827476,Fair,49.085190415827476,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-01,P0083,Tomato,52.44462628495271,Fair,37.96703252811827,Fair,55.92,High,45.76912162298694,Fair,45.76912162298694,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-02,P0083,Tomato,61.52442724191019,Good,22.945325051531082,Poor,58.4,High,41.803397648606406,Fair,41.803397648606406,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-03,P0083,Tomato,65.90146192783536,Good,39.72142723148798,Fair,50.08,Elevated,55.110307558969986,Good,55.110307558969986,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-04,P0083,Tomato,66.63453359251736,Good,42.210547707775234,Fair,54,High,53.53649975778235,Fair,53.53649975778235,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-05,P0083,Tomato,69.90436735686984,Good,52.88682505954053,Fair,50.08,Elevated,65.8928136167745,Good,65.8928136167745,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-06,P0083,Tomato,61.59159006353326,Good,46.410192661605464,Fair,59.04,High,54.5141447887694,Good,54.5141447887694,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-07,P0083,Tomato,62.42451321367249,Good,52.056839302135764,Fair,55.44,High,62.62518754803081,Good,62.62518754803081,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-08,P0083,Tomato,56.22907243485784,Good,53.29618476294868,Fair,55.52,High,60.90783173883487,Good,60.90783173883487,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-09,P0083,Tomato,51.60224031276794,Fair,60.07705359433282,Good,50.96,Elevated,62.631227922623886,Good,62.631227922623886,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-10,P0083,Tomato,57.2078074591654,Good,48.94113354841022,Fair,52.64,Elevated,59.04389400596763,Good,59.04389400596763,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-11,P0083,Tomato,54.94125655143566,Good,50.087847721778196,Fair,52,Elevated,58.77153781854008,Good,58.77153781854008,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-12,P0083,Tomato,47.87038407269875,Fair,43.37475014823024,Fair,60,High,48.27140293391143,Fair,48.27140293391143,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-13,P0083,Tomato,65.77737661611704,Good,65.64933394361222,Good,40,Elevated,66.75077877236916,Good,66.75077877236916,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-14,P0083,Tomato,69.59781308684063,Good,48.91456126667777,Fair,43.68,Elevated,63.73711626203826,Good,63.73711626203826,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-15,P0083,Tomato,67.64420829152556,Good,61.414438636843165,Good,38.96,Elevated,69.41201570926393,Good,69.41201570926393,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-16,P0083,Tomato,59.8498284907434,Good,38.96022420886369,Fair,48.24,Elevated,49.64871099608992,Fair,49.64871099608992,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-17,P0083,Tomato,50.75572039311529,Fair,44.64211039799079,Fair,47.28,Elevated,48.81487615005912,Fair,48.81487615005912,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-18,P0083,Tomato,45.11210969933792,Fair,55.78286848251898,Good,45.52,Elevated,57.96117491307168,Good,57.96117491307168,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-19,P0083,Tomato,42.600756656051615,Fair,45.22247206270055,Fair,48.56,Elevated,44.204655378185,Fair,44.204655378185,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-20,P0083,Tomato,38.246539851351436,Fair,47.718298435917546,Fair,48.64,Elevated,49.694492428545594,Fair,49.694492428545594,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-21,P0083,Tomato,36.2710233426576,Fair,46.04187557196455,Fair,51.04,Elevated,43.10373524262045,Fair,43.10373524262045,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-22,P0083,Tomato,35.02684604193175,Poor,44.76281807406765,Fair,56,High,45.645239656758434,Fair,45.645239656758434,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-23,P0083,Tomato,44.84566041594608,Fair,41.32343160552787,Fair,55.76,High,44.33513834738284,Fair,44.33513834738284,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-24,P0083,Tomato,49.59625285721098,Fair,43.4959090675722,Fair,53.2,Elevated,42.21333858538908,Fair,42.21333858538908,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-25,P0083,Tomato,54.73124540058641,Good,45.497625092480305,Fair,50.72,Elevated,56.335275080726184,Good,56.335275080726184,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-26,P0083,Tomato,70.68912280721254,Good,43.56569446204821,Fair,52.64,Elevated,55.210913255589674,Good,55.210913255589674,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-27,P0083,Tomato,64.7135242452846,Good,45.610361813005916,Fair,51.92,Elevated,58.398918958061074,Good,58.398918958061074,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-28,P0083,Tomato,56.8993706817624,Good,61.181474019154834,Good,52.08,Elevated,65.21054119565625,Good,65.21054119565625,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-29,P0083,Tomato,59.06377693918222,Good,43.04298956456222,Fair,55.92,High,50.83756924552721,Fair,50.83756924552721,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-30,P0083,Tomato,62.087940073052515,Good,51.34498452032118,Fair,52,Elevated,62.13188144251794,Good,62.13188144251794,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-03-31,P0083,Tomato,58.272728482802684,Good,42.45928289030678,Fair,55.04,High,50.73563941977489,Fair,50.73563941977489,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-01,P0083,Tomato,56.81698927434567,Good,37.84436029954978,Fair,56.32,High,49.472690693093845,Fair,49.472690693093845,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-02,P0083,Tomato,57.88977846764489,Good,34.16090233102488,Poor,52.4,Elevated,40.762449777028976,Fair,40.762449777028976,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-03,P0083,Tomato,60.19346746860915,Good,37.79733691636034,Fair,51.68,Elevated,48.95138571476673,Fair,48.95138571476673,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-04,P0083,Tomato,63.76209588375128,Good,33.6202073445252,Poor,49.2,Elevated,49.024773863056474,Fair,49.024773863056474,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-05,P0083,Tomato,66.78742945892346,Good,19.134923075091358,Poor,56.72,High,36.256949885979196,Fair,36.256949885979196,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-06,P0083,Tomato,50.14221200159393,Fair,22.06608998285456,Poor,69.12,High,35.73638758406375,Poor,35.73638758406375,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-07,P0083,Tomato,58.26559264071169,Good,27.17134277202056,Poor,70.47999999999999,High,43.44623855644192,Fair,43.44623855644192,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-08,P0083,Tomato,64.13700434123308,Good,37.99401905038529,Fair,68.96000000000001,High,50.29715520788655,Fair,50.29715520788655,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-09,P0083,Tomato,55.98675076765362,Good,42.08514338212601,Fair,67.36,High,51.94918554757931,Fair,51.94918554757931,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-10,P0083,Tomato,55.690632131837546,Good,48.791380566431684,Fair,62.64,High,57.08990731313077,Good,57.08990731313077,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-11,P0083,Tomato,53.25396678337933,Fair,45.25141784372839,Fair,65.44,High,55.64767345491121,Good,55.64767345491121,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-12,P0083,Tomato,53.504660790376036,Fair,53.788716813222784,Fair,60.56,High,60.12570065710029,Good,60.12570065710029,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-13,P0083,Tomato,58.29259135076644,Good,43.982546712118136,Fair,56.96,High,50.805135991625264,Fair,50.805135991625264,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-14,P0083,Tomato,63.694826512777844,Good,45.701896915177926,Fair,49.12,Elevated,58.173008910981075,Good,58.173008910981075,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-15,P0083,Tomato,57.30859419504893,Good,47.951537663243556,Fair,53.92,Elevated,56.99724127551731,Good,56.99724127551731,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-16,P0083,Tomato,56.15044787184467,Good,46.11341137948922,Fair,54.08,High,57.19054472285342,Good,57.19054472285342,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-17,P0083,Tomato,48.50803844077461,Fair,45.911720799158225,Fair,55.36,High,51.9777897618337,Fair,51.9777897618337,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-18,P0083,Tomato,50.34450830031849,Fair,41.53317596763782,Fair,57.44,High,50.127009433154406,Fair,50.127009433154406,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-19,P0083,Tomato,52.553347789333046,Fair,37.50507921923301,Fair,58.96,High,48.013269472363525,Fair,48.013269472363525,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-20,P0083,Tomato,56.2643836781513,Good,39.406441104825134,Fair,58.8,High,47.022005539552616,Fair,47.022005539552616,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-21,P0083,Tomato,52.91156808511032,Fair,44.9106819692237,Fair,57.12,High,51.65390197671877,Fair,51.65390197671877,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-22,P0083,Tomato,57.3281809010866,Good,37.81952823861962,Fair,54.56,High,48.90218952750628,Fair,48.90218952750628,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-23,P0083,Tomato,61.80607220577256,Good,45.5686526128468,Fair,54.4,High,55.00073652375242,Good,55.00073652375242,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-24,P0083,Tomato,66.23006857346442,Good,38.88362061270403,Fair,58,High,52.89484660669484,Fair,52.89484660669484,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-25,P0083,Tomato,66.39415762658582,Good,43.71907531927786,Fair,55.12,High,54.863990298670856,Good,54.863990298670856,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-26,P0083,Tomato,70.55477681805873,Good,40.12576273309308,Fair,53.2,Elevated,54.97552990566661,Good,54.97552990566661,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-27,P0083,Tomato,79.84814197213687,Excellent,43.07580246148358,Fair,49.68,Elevated,60.27105761553623,Good,60.27105761553623,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-28,P0083,Tomato,78.02022427526254,Excellent,41.050759033879565,Fair,49.92,Elevated,58.43174786415218,Good,58.43174786415218,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-29,P0083,Tomato,61.96716723260926,Good,42.259103008463654,Fair,54.4,High,53.20928472796664,Fair,53.20928472796664,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-04-30,P0083,Tomato,59.98175299700146,Good,43.73667348293885,Fair,51.92,Elevated,52.03770228247391,Fair,52.03770228247391,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-01,P0083,Tomato,56.385923918211944,Good,56.6348478897558,Good,45.92,Elevated,62.681386826645614,Good,62.681386826645614,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-02,P0083,Tomato,56.59083327918232,Good,56.90448458324214,Good,44.16,Elevated,62.89765355458241,Good,62.89765355458241,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-03,P0083,Tomato,51.269085396382216,Fair,57.02866153008545,Good,46.16,Elevated,60.93971294275858,Good,60.93971294275858,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-04,P0083,Tomato,50.223248919813585,Fair,46.0885715781839,Fair,52.88,Elevated,50.26568002138263,Fair,50.26568002138263,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-05,P0083,Tomato,38.350907851975776,Fair,64.65461899617866,Good,48.8,Elevated,59.9471364647553,Good,59.9471364647553,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-06,P0083,Tomato,48.784848386364544,Fair,58.48237489321239,Good,43.52,Elevated,60.74226363302767,Good,60.74226363302767,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-07,P0083,Tomato,54.45793128078721,Good,41.673638576776476,Fair,47.2,Elevated,47.88064487195121,Fair,47.88064487195121,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-08,P0083,Tomato,61.87680458899878,Good,46.13979013020983,Fair,43.12,Elevated,54.09019976618501,Good,54.09019976618501,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-09,P0083,Tomato,59.94115884012533,Good,39.36674553179968,Fair,45.68,Elevated,50.575665147543994,Fair,50.575665147543994,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-10,P0083,Tomato,60.51995074627578,Good,40.18504218543596,Fair,46.32,Elevated,52.410288368494335,Fair,52.410288368494335,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-11,P0083,Tomato,64.07762972571248,Good,25.449876227395265,Poor,51.68,Elevated,45.302008148339354,Fair,45.302008148339354,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-05-12,P0083,Tomato,68.43325837537868,Good,20.24294305561251,Poor,51.52,Elevated,45.137835054911484,Fair,45.137835054911484,Control,D,South,20.86,12.51,GH004,F01,Glass,Natural Gas,Fertigation,BC Harvest 1,Chilliwack,Coastal,Mixed
